app_name,category,appstore_link_url,img_src_url,star_rating,num_ratings
Facebook,Social Networking,https://apps.apple.com/gb/app/facebook/id284882215?uo=4&v0=WWW-EUUK-ITSTOP100-FREEAPPS&l=en,/autopush/uk/itunes/charts/free-apps/images/2019/9/544ea38d3271db5f6b54e2349a981fde80072a85e6dd5c0ce1563bf9a98a7f3e.jpg,2.6,37.5K Ratings
Gmail - Email by Google,Productivity,https://apps.apple.com/gb/app/gmail-email-by-google/id422689480?uo=4&v0=WWW-EUUK-ITSTOP100-FREEAPPS&l=en,/autopush/uk/itunes/charts/free-apps/images/2019/9/07b7525e4269609e8b33f99b4f9373254951e68647136daa435be81aedb82eb0.jpg,4.1,13.6K Ratings
Snapchat,Photo & Video,https://apps.apple.com/gb/app/snapchat/id447188370?uo=4&v0=WWW-EUUK-ITSTOP100-FREEAPPS&l=en,/autopush/uk/itunes/charts/free-apps/images/2019/9/4dcf9b777749ea28510d386bab266bd6af93cedcb4bbac5160e950f9dae1a3b1.jpg,3.9,25.1K Ratings
Messenger,Social Networking,https://apps.apple.com/gb/app/messenger/id454638411?uo=4&v0=WWW-EUUK-ITSTOP100-FREEAPPS&l=en,/autopush/uk/itunes/charts/free-apps/images/2019/9/e20c9a7e31b9dadb673ee180a097c6b4cf92a329ab40a0daa8160d6b5e127050.jpg,4.3,166.9K Ratings
Crazy Kick!,Games,https://apps.apple.com/gb/app/crazy-kick/id1469889140?uo=4&v0=WWW-EUUK-ITSTOP100-FREEAPPS&l=en,/autopush/uk/itunes/charts/free-apps/images/2019/9/2d14f19b9c12b0effc06fbed3fb3ed733fcf46bdebf43b92878063192f9f56d3.jpg,4.7,2.2K Ratings
Show My Homework,Education,https://apps.apple.com/gb/app/show-my-homework/id908071717?uo=4&v0=WWW-EUUK-ITSTOP100-FREEAPPS&l=en,/autopush/uk/itunes/charts/free-apps/images/2019/9/7dc38992f09c75d25c6af2d55e10ab0de58b0ef169abdf3b2825ccf1c2513963.jpg,3.9,28.5K Ratings
Instagram,Photo & Video,https://apps.apple.com/gb/app/instagram/id389801252?uo=4&v0=WWW-EUUK-ITSTOP100-FREEAPPS&l=en,/autopush/uk/itunes/charts/free-apps/images/2019/9/903e2cfae2cfa8d97f51f7d6373384d458ed854cbb17ef9de89b3fcdbba0dc0a.jpg,4.7,2.1M Ratings
Microsoft Outlook,Productivity,https://apps.apple.com/gb/app/microsoft-outlook/id951937596?uo=4&v0=WWW-EUUK-ITSTOP100-FREEAPPS&l=en,/autopush/uk/itunes/charts/free-apps/images/2019/9/93125ec7a1e32798ca17589067fc4179ad5a849b9cd71514f05626baf1bcd93b.jpg,4.6,341.9K Ratings
TikTok - Make Your Day,Entertainment,https://apps.apple.com/gb/app/tiktok-make-your-day/id835599320?uo=4&v0=WWW-EUUK-ITSTOP100-FREEAPPS&l=en,/autopush/uk/itunes/charts/free-apps/images/2019/9/780ea27e5d88d085b27f9801ec2b807cfb51e0f9c88d9e4b6513d5d0ba83b1e3.jpg,4.7,305.6K Ratings
i Peel Good,Games,https://apps.apple.com/gb/app/i-peel-good/id1471374791?uo=4&v0=WWW-EUUK-ITSTOP100-FREEAPPS&l=en,/autopush/uk/itunes/charts/free-apps/images/2019/9/4eee53cd470251aea959c5e8149737aae6c0d4c13bc191be240c56d0a2b19c20.jpg,3.3,25 Ratings
Sand Balls,Games,https://apps.apple.com/gb/app/sand-balls/id1474046667?uo=4&v0=WWW-EUUK-ITSTOP100-FREEAPPS&l=en,/autopush/uk/itunes/charts/free-apps/images/2019/9/417d8e3b70e792daaa3e001924d7847eb31e6deff7206eaf84f78e12025c29aa.jpg,4.5,6K Ratings
The Real Juggle,Games,https://apps.apple.com/gb/app/the-real-juggle/id1454567241?uo=4&v0=WWW-EUUK-ITSTOP100-FREEAPPS&l=en,/autopush/uk/itunes/charts/free-apps/images/2019/9/05bff6ad381dc2b829539dff6ad16ed1f526a5cdc3134065df24e5f876f86751.jpg,4.7,2K Ratings
WhatsApp Messenger,Social Networking,https://apps.apple.com/gb/app/whatsapp-messenger/id310633997?uo=4&v0=WWW-EUUK-ITSTOP100-FREEAPPS&l=en,/autopush/uk/itunes/charts/free-apps/images/2019/9/979af80ef0ef1ef614090d893b074d30ab5e66d2621873b11a58fecd144c3884.jpg,4.7,1.6M Ratings
Cool Goal!,Games,https://apps.apple.com/gb/app/cool-goal/id1471525758?uo=4&v0=WWW-EUUK-ITSTOP100-FREEAPPS&l=en,/autopush/uk/itunes/charts/free-apps/images/2019/9/44eda508c84bcf59f69e4d008b2f1d3b32cd1bd41121317b5f079de28966efba.jpg,4.7,7.4K Ratings
Rope Rescue! - Unique Puzzle,Games,https://apps.apple.com/gb/app/rope-rescue-unique-puzzle/id1474676263?uo=4&v0=WWW-EUUK-ITSTOP100-FREEAPPS&l=en,/autopush/uk/itunes/charts/free-apps/images/2019/9/72e084299bb2b7f3804862ca6cace774919aab9be609e1889fa7edfcec06f173.jpg,4.7,6.1K Ratings
Just Eat - Food Delivery,Food & Drink,https://apps.apple.com/gb/app/just-eat-food-delivery/id566347057?uo=4&v0=WWW-EUUK-ITSTOP100-FREEAPPS&l=en,/autopush/uk/itunes/charts/free-apps/images/2019/9/b39e6d4fef0dec1eeed87a58ea8273702b92c5aadc41aaf401366ea7b0fd17b0.jpg,4.7,523.4K Ratings
Jelly Shift,Games,https://apps.apple.com/gb/app/jelly-shift/id1467252438?uo=4&v0=WWW-EUUK-ITSTOP100-FREEAPPS&l=en,/autopush/uk/itunes/charts/free-apps/images/2019/9/afe5695d86078f7b2e90db22edd686926afc887e409d7d8e1edb6fb29e472e74.jpg,4.6,25.4K Ratings
